"DateAndTime","BLOCK_1_INV_1","BLOCK_1_INV_2","BLOCK_2_INV_1","BLOCK_2_INV_2","BLOCK_3_INV_1","BLOCK_3_INV_2","BLOCK_4_INV_1","BLOCK_4_INV_2","BLOCK_5_INV_1","BLOCK_5_INV_2","BLOCK_6_INV_1","BLOCK_6_INV_2","BLOCK_7_INV_1","BLOCK_7_INV_2","BLOCK_8_INV_1","BLOCK_8_INV_2","BLOCK_9_INV_1","BLOCK_9_INV_2","BLOCK_10_INV_1","BLOCK_10_INV_2","Block1_MFM_Exp","Block2_MFM_Exp","Block3_MFM_Exp","Block4_MFM_Exp","Block5_MFM_Exp","Block6_MFM_Exp","Block7_MFM_Exp","Block8_MFM_Exp","Block9_MFM_Exp","Block10_MFM_Exp","Irr_Hz","Irr_Tilt","Irr_Tracker1","Irr_Tracker2","Sesional_PR","Tracker_PR","Total_PR","CUF","Sesional_Gen","Tracker_Gen","Inv","OG_11KV","OG_132KV_T","OG_132KV_A","Loss","Plant_Start_Tm","Plant_Stop_Tm","Plant_UP_Tm","Plant_Dwn_Tm","BLOCK_1_INV_1_Tm","BLOCK_1_INV_2_Tm","BLOCK_2_INV_1_Tm","BLOCK_2_INV_2_Tm","BLOCK_3_INV_1_Tm","BLOCK_3_INV_2_Tm","BLOCK_4_INV_1_Tm","BLOCK_4_INV_2_Tm","BLOCK_5_INV_1_Tm","BLOCK_5_INV_2_Tm","BLOCK_6_INV_1_Tm","BLOCK_6_INV_2_Tm","BLOCK_7_INV_1_Tm","BLOCK_7_INV_2_Tm","BLOCK_8_INV_1_Tm","BLOCK_8_INV_2_Tm","BLOCK_9_INV_1_Tm","BLOCK_9_INV_2_Tm","BLOCK_10_INV_1_Tm","BLOCK_10_INV_2_Tm"
2019-03-12 23:50:39,18645.10,18154.30,19138.10,15844.60,17870.10,17956.80,18710.30,18533.80,17578.60,17248.30,15186.70,16622.10,16813.10,17205.70,16395.10,17535.20,15938.60,16529.40,16088.40,16683.10,36.74,34.94,35.72,37.17,34.76,31.66,33.78,33.76,32.31,32.66,6.38,5.94,7.55,5.86,82.03,92.36,86.82,21.25,163.52,180.02,344.68,344.26,339.18,339.50,19.08,"6:44","18:37","11:30","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-13 23:50:41,19125.10,18604.10,19633.30,16066.20,18496.40,18544.70,19269.50,19072.00,18281.10,17705.70,16637.20,16978.70,17156.40,17570.90,16735.90,17881.70,16312.80,16853.00,16393.20,16963.20,37.66,35.65,36.91,38.25,35.90,33.46,34.47,34.43,32.99,33.23,6.33,5.92,7.69,5.99,84.47,95.46,89.56,21.84,168.36,184.66,354.28,353.73,348.50,348.86,16.15,"6:44","18:39","11:29","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-14 23:50:40,17693.00,17056.70,18022.60,15004.80,16686.90,16754.20,17469.70,17238.30,16576.80,16098.70,15404.80,15673.90,15925.20,16332.70,15509.30,16542.90,15100.80,15601.20,15333.00,15813.80,34.69,32.98,33.34,34.64,32.60,30.95,32.03,31.89,30.55,31.03,6.00,5.63,6.87,5.59,82.36,91.27,86.50,20.09,153.29,171.45,325.84,325.38,320.61,320.88,18.63,"6:45","18:39","11:23","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-15 23:50:42,19141.50,18622.90,19528.60,15939.50,18394.00,18433.90,19094.20,18841.50,18091.50,17667.40,16352.60,16741.60,16912.80,17340.60,16480.50,17605.70,15964.80,16579.50,16194.50,16784.60,37.70,35.42,36.71,37.86,35.68,32.95,34.02,33.92,32.39,32.86,6.27,5.92,7.64,5.95,83.30,94.97,88.69,21.62,167.48,182.08,350.71,350.27,345.09,345.38,16.20,"6:42","18:38","11:32","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-16 23:50:43,19833.20,19462.10,20176.60,16188.20,19027.80,19084.80,19728.50,19514.40,18840.70,18284.50,16725.50,17100.20,17301.40,17755.30,16837.00,17952.30,16372.20,17007.50,16521.90,17108.60,39.21,36.30,37.98,39.14,37.03,33.66,34.80,34.60,33.20,33.50,6.44,6.13,7.93,6.12,82.10,94.97,88.01,22.23,173.53,185.95,360.82,360.16,354.85,355.26,16.05,"6:40","18:38","11:38","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-17 23:50:58,19034.90,19014.50,19431.20,15548.10,18399.70,18350.90,19047.60,18931.10,18068.00,17639.50,16171.10,16557.90,16674.20,17108.40,16270.80,17354.10,15866.70,16418.70,15943.70,16472.00,37.96,34.92,36.63,37.89,35.62,32.58,33.54,33.46,32.12,32.29,6.17,5.90,7.59,5.92,82.40,95.30,88.33,21.47,167.53,179.54,348.30,347.76,342.59,342.86,15.44,"6:40","18:38","11:36","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-18 23:50:44,20198.90,20248.40,20740.70,16528.70,19622.40,19515.80,20190.40,20062.60,19277.50,18869.20,17069.60,16751.70,17582.90,18039.80,17161.00,18299.60,16778.40,17341.40,16836.10,17381.20,40.35,37.20,38.99,40.14,38.03,33.67,35.35,35.26,33.93,34.08,6.53,6.26,8.13,6.25,81.64,95.52,88.00,22.70,178.25,188.82,368.50,367.76,362.30,362.77,15.47,"6:38","18:38","11:37","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-19 23:50:46,19799.30,20221.90,20511.80,16334.30,19543.40,19362.70,20163.10,19905.20,19089.10,18693.60,16862.60,17344.50,17399.90,17827.60,16995.70,18122.20,16598.10,17178.10,16718.30,17250.80,39.93,36.78,38.76,39.96,37.68,34.04,34.96,34.93,33.59,33.83,6.46,6.22,8.09,6.22,81.72,95.43,88.01,22.55,176.84,187.69,365.92,365.23,359.81,360.12,15.20,"6:35","18:39","11:41","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-20 23:50:47,18971.20,19361.10,19446.30,15574.90,18386.00,18194.80,18791.40,18715.40,18065.70,17705.50,15917.90,16383.60,16342.90,16773.00,15957.30,17015.10,15549.30,16078.60,15973.00,16493.90,38.25,34.97,36.46,37.42,35.68,32.17,32.89,32.82,31.48,32.35,6.17,5.93,7.57,5.89,80.88,94.58,87.16,21.31,167.27,177.28,345.70,345.22,340.11,340.50,16.13,"6:38","18:39","11:39","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-21 23:51:08,19698.30,20240.50,20397.70,16216.90,19491.50,19309.70,20115.90,19759.00,18678.50,18644.30,16749.60,17275.90,17247.10,17670.80,16845.50,17956.70,16423.10,16996.10,16617.80,17144.80,39.86,36.56,38.67,39.78,37.24,33.88,34.68,34.63,33.25,33.64,6.35,6.14,7.98,6.17,82.19,96.21,88.62,22.40,175.94,186.29,363.48,362.94,357.58,357.88,14.24,"6:37","18:40","11:39","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-23 23:52:35,20185.40,20799.20,21004.30,16389.30,19894.40,19726.90,20513.40,20340.70,19455.90,19059.80,16351.20,17494.70,17389.50,17158.30,16694.40,17775.90,16581.90,17242.10,16739.60,17285.20,40.88,37.32,39.46,40.73,38.40,33.68,34.29,34.29,33.64,33.89,6.46,6.29,8.45,6.30,80.07,96.21,87.44,22.68,180.49,186.18,368.08,367.36,361.90,362.25,14.68,"6:32","18:40","11:45","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-24 23:50:51,15373.70,15937.70,19706.50,15409.00,18497.30,18246.90,18933.50,18848.80,18211.60,17863.40,15379.40,16289.00,16217.60,16145.30,15483.20,16578.00,15483.60,16074.00,15797.30,16315.90,31.26,35.08,36.64,37.71,36.00,31.55,32.17,31.93,31.42,32.01,6.08,5.91,8.13,6.07,79.90,91.56,85.26,20.77,161.31,174.49,336.79,336.45,331.52,331.87,16.96,"6:34","18:40","11:44","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-25 23:50:52,14230.30,14612.50,14991.70,12075.40,14308.90,13950.50,14525.80,13956.80,13910.00,13611.40,11851.10,12424.60,12138.70,12411.10,11817.10,12572.90,11385.40,12045.30,12076.90,12208.80,28.77,27.02,28.16,28.43,27.45,24.18,24.40,24.29,23.33,24.20,4.84,4.68,6.26,4.57,76.56,91.54,83.41,16.10,127.80,132.48,261.11,260.78,256.90,257.25,19.24,"6:34","18:34","10:45","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-27 23:50:52,22316.00,21362.60,22534.30,17808.80,22151.20,21185.50,21725.10,21333.80,22247.80,22065.40,15447.00,17784.10,16773.60,16558.50,15663.10,16709.80,16958.80,17574.20,18131.90,18514.90,43.52,40.24,43.12,42.90,44.10,33.09,33.12,32.25,34.34,36.47,7.01,6.94,8.68,6.72,72.95,94.82,82.86,23.70,196.18,187.08,384.85,383.94,378.24,378.63,17.81,"6:30","18:42","11:48","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-28 23:50:53,22327.50,21124.90,22461.20,17744.50,22253.00,21182.90,21339.40,21338.40,22261.40,22027.60,15455.30,17622.20,16669.00,16547.50,15553.10,16576.80,16800.80,17448.80,18080.40,18449.40,43.29,40.08,43.21,42.51,44.07,32.93,32.99,31.99,34.05,36.35,7.03,6.97,8.69,6.72,72.22,94.08,82.12,23.60,195.54,186.05,383.27,382.26,376.56,377.00,18.28,"6:30","18:42","11:46","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-29 23:50:55,21283.90,20320.80,22329.70,17447.50,22107.70,21112.80,21575.30,21234.40,22065.60,21843.60,15349.70,17427.30,16564.90,16447.90,15425.50,15931.80,16602.60,17183.50,17780.40,18156.00,41.46,39.67,43.00,42.65,43.70,32.64,32.80,31.23,33.60,35.77,6.96,6.94,8.65,6.71,71.58,93.39,81.45,23.29,193.14,183.49,378.19,377.26,371.65,372.00,18.64,"6:29","19:3","11:49","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-30 23:51:01,18927.30,18018.70,19074.80,15359.30,18732.80,18018.20,18621.90,18511.70,18650.40,18562.10,14035.40,15804.10,15184.00,15052.40,14193.70,15064.40,15029.90,15535.60,15630.70,15854.60,36.83,34.36,36.61,37.04,37.08,29.73,30.06,29.16,30.42,31.37,6.22,6.15,7.34,6.16,73.10,90.89,81.17,20.57,166.63,166.11,333.86,333.30,328.40,328.86,19.57,"6:30","18:40","11:39","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-03-31 23:50:56,20422.10,19645.90,20664.00,16535.70,20388.70,19426.50,19906.20,19774.80,20296.00,20191.40,14654.50,16531.00,15756.80,15658.40,14691.30,15560.50,15733.40,16199.80,16645.60,16874.70,39.94,37.12,39.66,39.58,40.34,31.08,31.24,30.16,31.78,33.39,6.48,6.45,7.93,6.33,73.09,93.71,82.44,21.91,180.17,174.19,355.56,354.99,349.73,350.14,17.77,"6:29","18:42","11:49","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-01 23:50:57,22522.90,21473.30,22772.20,17702.60,22589.30,21491.40,21970.70,21670.10,22563.70,22300.80,15625.70,17649.10,16800.50,16722.00,15674.50,16604.90,16780.10,17219.30,17763.60,18082.60,43.82,40.36,43.85,43.47,44.65,33.13,33.31,32.16,33.82,35.70,6.98,7.00,8.90,6.80,71.86,95.19,82.41,23.77,198.58,185.82,385.98,385.02,379.28,379.74,17.17,"6:27","18:42","11:51","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-02 23:50:57,21310.70,20576.50,21676.20,17008.90,21396.30,20390.10,20445.50,20135.90,21473.90,21214.80,15153.80,17028.20,16174.10,16139.00,15113.40,16024.10,16129.80,16603.40,17152.90,17471.90,41.75,38.59,41.60,40.47,42.51,32.06,32.13,31.03,32.58,34.49,6.74,6.76,8.38,6.58,71.83,93.35,81.58,22.71,188.00,179.30,368.62,367.92,362.46,362.88,18.07,"6:26","18:43","11:53","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-03 23:51:01,20533.20,19711.70,21026.30,16586.40,20930.00,19982.00,20356.10,20244.40,20949.20,20661.60,14889.10,16774.50,15892.90,15822.40,14841.10,15743.20,15677.50,16305.30,16742.70,17027.00,40.11,37.52,40.74,40.48,41.44,31.54,31.53,30.48,31.84,33.64,6.46,6.56,8.14,6.45,72.41,93.93,82.16,22.23,183.80,175.62,360.70,360.05,354.70,355.12,16.40,"6:26","18:42","11:56","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-04 23:51:00,12656.90,12099.60,12505.20,10404.10,11803.70,11222.40,11327.80,11496.70,11977.80,11981.10,8912.40,10133.60,9622.40,9573.80,8997.70,9573.30,9456.50,9900.90,10924.60,11066.90,24.66,22.84,22.92,22.76,23.86,18.96,19.08,18.50,19.26,21.89,4.10,4.16,4.62,3.82,70.31,86.04,77.45,13.28,106.71,108.09,215.64,215.14,211.92,212.26,21.12,"6:31","18:22","9:47","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-05 23:51:00,20025.20,18861.50,20155.10,16152.70,19123.10,18363.60,18631.20,18624.30,19791.70,19563.10,14610.70,15145.60,14977.90,15533.70,14182.90,14796.00,15088.70,15215.70,16331.10,16701.50,38.79,36.25,37.37,37.19,39.22,29.67,30.35,28.89,30.19,32.92,6.36,6.48,7.96,6.45,70.23,89.41,78.93,21.08,172.71,168.17,341.88,341.49,336.48,336.88,19.51,"6:23","18:42","11:58","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-06 23:51:01,21098.30,20418.10,21181.80,16826.70,20102.70,19373.30,19755.40,19617.30,20939.70,20583.40,15186.50,15737.10,15576.00,16153.20,14751.90,15351.50,15641.30,15775.60,17031.50,17374.50,41.39,37.93,39.33,39.28,41.37,30.83,31.55,30.01,31.29,34.28,6.66,6.79,8.54,6.74,69.65,90.16,78.95,22.10,182.55,174.79,358.48,357.97,352.67,352.98,19.39,"6:22","18:44","11:58","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-07 23:51:03,22052.80,21219.70,22135.70,17227.20,20931.30,20009.40,20375.60,20380.30,21946.00,21524.50,15506.30,16059.10,15852.00,16454.90,14994.20,15610.10,15989.30,16054.30,17488.10,17868.60,43.12,39.26,40.77,40.64,43.28,31.45,32.11,30.50,31.90,35.21,6.83,6.95,8.80,6.88,69.43,91.63,79.48,22.78,189.95,178.40,369.68,368.99,363.50,364.02,18.88,"6:23","18:44","11:58","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-08 23:51:02,20757.00,20096.30,20935.20,16699.70,20038.40,19402.50,19788.70,19791.30,20601.50,20319.60,15317.50,15926.40,15707.00,16249.80,14904.10,15561.30,15971.60,15990.50,16905.10,17295.00,40.71,37.54,39.27,39.46,40.74,31.13,31.76,30.36,31.82,34.06,6.62,6.82,8.52,6.87,69.81,89.13,78.57,22.07,181.11,175.83,358.26,357.54,352.21,352.62,18.99,"6:21","18:43","11:59","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-09 23:51:03,22281.00,21310.90,22422.10,17462.70,21361.40,20578.90,20919.80,20760.10,22176.40,21856.90,15809.90,16394.70,16188.40,16786.00,15358.30,15979.80,16297.10,16421.20,17659.70,18044.90,43.44,39.78,41.75,41.55,43.84,32.09,32.78,31.23,32.57,35.56,6.98,7.10,8.87,7.07,69.31,91.25,79.23,23.17,193.00,181.69,376.07,375.28,369.73,370.13,19.32,"6:19","18:44","12:2","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-10 23:51:04,11462.70,22004.40,23002.40,17723.70,21764.50,21166.30,21422.50,21260.10,22757.30,22446.60,16022.00,16622.00,16412.00,17003.30,15569.70,16203.90,16532.80,16653.20,17930.20,18323.40,44.73,40.61,42.73,42.54,44.99,32.52,33.21,31.65,33.03,36.10,7.09,7.22,9.04,7.17,69.09,92.03,79.47,23.63,197.99,184.23,372.28,382.86,377.18,377.62,21.36,"6:19","18:45","12:4","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-11 23:51:05,22435.40,21487.50,22572.50,17512.00,22045.30,20800.20,21113.80,20908.00,22335.80,22115.80,15775.00,16367.30,16176.50,16757.80,15356.50,15998.30,16297.10,16423.10,17620.40,18017.20,43.77,39.98,42.65,41.90,44.25,32.03,32.74,31.25,32.57,35.50,7.03,7.15,9.09,7.12,68.78,91.62,79.11,23.29,195.14,181.59,378.12,377.36,371.79,372.26,19.41,"6:18","18:45","12:2","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-12 23:51:07,20158.40,19049.00,20114.70,15984.10,20001.40,18680.60,19052.80,18869.60,19978.80,19784.10,14467.10,15008.50,14857.10,15386.30,14097.20,14713.00,14942.10,15201.50,16072.90,16442.50,39.10,35.99,38.52,37.84,39.61,29.38,30.08,28.72,30.02,32.39,6.45,6.55,8.09,6.50,68.88,89.79,78.34,21.13,175.18,166.56,342.86,342.30,337.25,337.63,20.40,"6:17","18:42","12:4","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-13 23:51:06,18485.50,18112.90,16674.10,15609.90,18912.00,16920.10,15870.00,17033.20,17706.60,15874.30,14145.80,14874.00,14639.20,15087.70,13868.90,14497.30,14513.90,14709.40,15768.80,16148.90,36.53,32.23,35.73,32.89,33.49,28.95,29.59,28.29,29.13,31.82,6.27,6.41,7.43,6.39,68.96,81.25,74.59,19.71,155.31,163.38,319.45,319.30,314.48,314.86,23.72,"6:18","18:32","11:51","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-14 23:51:07,19634.60,18653.40,19947.70,16200.80,20422.10,18647.40,18600.30,18607.50,19776.30,19430.40,14551.40,15237.30,14840.60,15358.00,14133.50,14764.50,15000.10,15025.70,16069.60,16520.60,38.18,36.04,38.88,37.11,39.01,29.67,30.02,28.81,29.88,32.45,6.38,6.49,8.03,6.46,69.70,89.54,78.72,21.04,173.12,167.03,341.42,340.88,335.62,336.26,19.85,"6:18","18:37","11:54","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-15 23:51:11,16022.60,15384.30,16054.80,13662.80,17152.30,16207.20,16401.10,16539.20,15877.40,15600.60,14585.70,14974.00,14549.10,14888.20,14337.60,15264.20,14750.60,14535.80,14511.20,15003.20,31.34,29.66,33.21,32.84,31.35,29.42,29.24,29.47,29.12,29.40,5.82,5.87,6.94,6.07,73.95,82.79,78.05,18.87,144.80,160.31,306.30,305.73,301.04,301.63,21.17,"6:18","18:9","11:18","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-16 23:51:09,14110.20,13588.30,14418.20,12642.20,14003.60,13087.80,13063.20,13640.60,14064.50,14151.20,12543.70,12543.90,12387.10,12941.50,12152.90,12841.20,12289.80,12343.70,13013.90,13383.10,27.59,26.96,26.94,26.60,28.04,24.96,25.13,24.86,24.48,26.26,4.98,5.04,5.46,4.99,74.24,82.22,77.95,16.20,123.59,138.34,263.21,262.45,258.38,258.74,20.75,"6:28","18:41","11:29","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-17 23:51:11,21434.20,20668.60,21951.00,17681.90,22376.10,21130.80,20500.70,21237.90,21473.00,21684.90,17673.30,17346.50,17467.00,18090.20,17285.50,18312.20,17121.60,17516.30,18009.50,18302.10,41.97,39.52,43.27,41.57,42.92,34.83,35.28,35.40,34.43,36.15,6.62,6.67,8.35,6.72,78.59,96.36,86.70,23.84,191.68,193.77,387.27,386.26,380.35,381.01,12.31,"6:17","18:46","12:12","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-18 23:51:11,24110.00,22974.10,24385.80,18974.80,24650.30,23166.10,23120.80,23500.40,24142.00,24034.80,18985.40,19422.30,18816.70,19488.80,18596.00,19685.60,18441.50,18872.00,19232.50,19561.00,46.91,43.20,47.51,46.39,47.89,38.18,37.98,38.05,37.07,38.60,7.27,7.35,9.28,7.33,76.89,97.23,86.14,26.10,213.09,208.85,424.16,422.78,416.30,416.88,12.56,"6:13","18:48","12:10","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-19 23:51:14,22342.00,22215.50,23708.10,18591.60,24097.00,22713.60,22966.00,23114.20,23580.70,23404.80,18749.40,18884.30,18572.60,19231.40,18360.80,19446.00,18125.20,18546.20,18951.80,19292.30,44.39,42.15,46.51,45.85,46.70,37.41,37.48,37.57,36.44,38.05,7.16,7.30,9.32,7.30,76.22,95.22,84.87,25.53,207.16,205.55,414.90,413.52,407.15,407.74,13.25,"6:12","18:47","12:11","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-22 23:51:00,22387.10,21674.30,22620.30,17602.60,22893.40,21599.80,21726.90,21776.10,22399.10,22112.90,17565.00,17626.20,206.50,222.80,17119.10,18117.70,17077.70,17426.80,17892.70,18095.60,43.90,40.08,44.23,43.31,44.25,35.00,0.42,35.05,34.30,35.82,6.90,6.95,8.63,0.08,61.60,95.72,76.98,22.05,198.30,158.19,358.14,357.15,351.73,352.26,22.26,"6:13","18:49","12:10","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-22 23:51:11,22387.10,21674.30,22620.30,17602.60,22893.40,21599.80,21726.90,21776.10,22399.10,22112.90,17565.00,17626.20,206.50,222.80,17119.10,18117.70,17077.70,17426.80,17892.70,18095.60,43.90,40.08,44.23,43.31,44.25,35.00,0.42,35.05,34.30,35.82,6.90,6.95,8.63,0.08,61.60,95.72,76.98,22.05,198.30,158.19,358.14,357.15,351.73,352.26,22.26,"6:13","18:49","12:10","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-23 23:50:16,20031.00,19528.30,20500.30,16482.50,20630.80,19483.20,19520.60,19792.60,20225.60,20165.60,16459.00,16843.20,16337.90,16875.20,16173.00,17171.10,16256.60,16524.50,16712.00,16964.60,39.42,36.86,39.88,39.15,40.17,33.12,32.96,33.16,32.59,33.52,6.42,6.45,7.89,6.49,76.26,93.12,83.95,22.32,179.12,181.83,362.68,361.63,356.08,356.75,15.34,"6:13","18:48","12:7","0:0","0:15","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-23 23:51:00,20031.00,19528.30,20500.30,16482.50,20630.80,19483.20,19520.60,19792.60,20225.60,20165.60,16459.00,16843.20,16337.90,16875.20,16173.00,17171.10,16256.60,16524.50,16712.00,16964.60,39.42,36.86,39.88,39.15,40.17,33.12,32.96,33.16,32.59,33.52,6.42,6.45,7.89,6.49,76.26,93.12,83.95,22.32,179.12,181.83,362.68,361.63,356.08,356.75,15.34,"6:13","18:48","12:7","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-04-24 23:50:19,22522.80,21643.70,22468.20,17979.80,22768.00,21444.10,21731.60,21765.20,22505.00,22362.90,17906.90,18461.00,17612.70,18228.90,17413.80,18452.90,17099.50,17510.30,18087.60,18336.80,44.01,40.31,43.96,43.31,44.62,36.16,35.57,35.67,34.41,36.26,7.01,7.04,8.72,7.01,75.41,94.57,84.12,24.39,198.37,196.05,396.30,395.17,389.10,389.62,15.37,"6:11","18:48","12:14","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
